row_number,subdistrict_id,subdistrict_name_en,subdistrict_name_th,district_id,district_name_en,district_name_th,province_id,province_name_en,province_name_th,walk_leisure,walk_public_service,walk_school,walk_shopping,walk_work,walk_total,access_boat,access_bus,access_train,access_total,drive_leisure,drive_public_service,drive_school,drive_shopping,drive_work,drive_total,source
656,3961,WANG THONGLANG,วังทองหลาง,3960,WANG THONGLANG,วังทองหลาง,3781,Bangkok,กรุงเทพมหานคร,98.0,97.0,98.0,100.0,100.0,99.0,72.0,96.0,57.0,79.0,99.0,78.0,100.0,91.0,97.0,93.0,baania
7,7236,NA WUNG,นาวุ้ง,7227,MUEANG PHETCHABURI,เมืองเพชรบุรี,7226,Phetchaburi,เพชรบุรี,28.0,38.0,9.0,43.0,20.0,34.0,0.0,0.0,0.0,0.0,91.0,98.0,85.0,94.0,88.0,92.0,baania
363,3455,THANG KWIAN,ทางเกวียน,3448,KLAENG,แกลง,3431,Rayong,ระยอง,24.0,21.0,15.0,52.0,30.0,37.0,0.0,0.0,0.0,0.0,81.0,81.0,70.0,80.0,83.0,80.0,baania
465,3897,PATHUM WAN,ปทุมวัน,3896,PATHUM WAN,ปทุมวัน,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,99.0,baania
332,3762,MAHASAWAT,มหาสวัสดิ์,3760,PHUTTHAMONTHON,พุทธมณฑล,3667,Nakhon Pathom,นครปฐม,47.0,11.0,67.0,97.0,98.0,75.0,0.0,33.0,0.0,13.0,82.0,70.0,87.0,100.0,100.0,92.0,baania
542,3766,KRATHUM LOM,กระทุ่มล้ม,3764,SAM PHRAN,สามพราน,3667,Nakhon Pathom,นครปฐม,48.0,14.0,64.0,87.0,92.0,70.0,0.0,92.0,0.0,37.0,93.0,91.0,93.0,96.0,96.0,94.0,baania
578,4693,NA PHRATHAT,หน้าพระธาตุ,4675,PHANAT NIKHOM,พนัสนิคม,4616,Chon Buri,ชลบุรี,7.0,6.0,7.0,18.0,12.0,12.0,0.0,0.0,0.0,0.0,68.0,76.0,68.0,75.0,54.0,73.0,baania
73,3205,NON SUNG,โนนสูง,3196,MUEANG UDON THANI,เมืองอุดรธานี,3195,Udon Thani,อุดรธานี,1.0,14.0,4.0,45.0,11.0,26.0,0.0,0.0,0.0,0.0,42.0,87.0,80.0,95.0,81.0,81.0,baania
162,3401,SALA KLANG,ศาลากลาง,3392,BANG KRUAI,บางกรวย,3372,Nonthaburi,นนทบุรี,18.0,44.0,13.0,75.0,56.0,52.0,1.0,76.0,1.0,31.0,60.0,92.0,82.0,96.0,96.0,87.0,baania
384,4625,BAN SUAN,บ้านสวน,4617,MUEANG CHON BURI,เมืองชลบุรี,4616,Chon Buri,ชลบุรี,21.0,36.0,25.0,54.0,49.0,42.0,0.0,0.0,0.0,0.0,87.0,91.0,88.0,94.0,96.0,92.0,baania
116,5387,NA KHIAN,นาเคียน,5378,MUEANG NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,5377,Nakhon Si Thammarat,นครศรีธรรมราช,8.0,35.0,34.0,42.0,16.0,31.0,0.0,0.0,0.0,0.0,72.0,96.0,98.0,93.0,84.0,89.0,baania
344,3740,SISA THONG,ศรีษะทอง,3719,NAKHON CHAI SI,นครชัยศรี,3667,Nakhon Pathom,นครปฐม,100.0,20.0,100.0,100.0,100.0,92.0,0.0,1.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,baania
590,2860,KHOK SUNG,โคกสูง,2858,MUEANG NAKHON RATCHASIMA,เมืองนครราชสีมา,2857,Nakhon Ratchasima,นครราชสีมา,14.0,11.0,6.0,39.0,20.0,26.0,0.0,0.0,0.0,0.0,72.0,74.0,71.0,82.0,78.0,78.0,baania
220,3417,SAO THONG HIN,เสาธงหิน,3411,BANG YAI,บางใหญ่,3372,Nonthaburi,นนทบุรี,80.0,89.0,79.0,94.0,95.0,89.0,98.0,98.0,1.0,78.0,99.0,99.0,97.0,100.0,100.0,99.0,baania
626,3520,BAN RAKAT,บ้านระกาศ,3513,BANG BO,บางบ่อ,3498,Samut Prakan,สมุทรปราการ,100.0,1.0,75.0,100.0,100.0,88.0,1.0,1.0,0.0,1.0,100.0,55.0,96.0,100.0,100.0,96.0,baania
583,3770,SONG KHANONG,ทรงคนอง,3764,SAM PHRAN,สามพราน,3667,Nakhon Pathom,นครปฐม,1.0,20.0,60.0,100.0,100.0,68.0,0.0,86.0,0.0,34.0,73.0,100.0,100.0,100.0,100.0,95.0,baania
310,3890,SI LOM,สีลม,3886,BANG RAK,บางรัก,3781,Bangkok,กรุงเทพมหานคร,98.0,100.0,98.0,100.0,100.0,99.0,100.0,100.0,97.0,99.0,100.0,88.0,100.0,100.0,98.0,99.0,baania
627,3885,BANG O,บางอ้อ,3881,BANG PHLAT,บางพลัด,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,91.0,96.0,100.0,95.0,100.0,77.0,100.0,89.0,100.0,92.0,baania
545,2868,PRU YAI,ปรุใหญ่,2858,MUEANG NAKHON RATCHASIMA,เมืองนครราชสีมา,2857,Nakhon Ratchasima,นครราชสีมา,26.0,23.0,19.0,64.0,38.0,45.0,0.0,0.0,0.0,0.0,92.0,84.0,89.0,99.0,93.0,94.0,baania
251,3442,BAN LAENG,บ้านแลง,3432,MUEANG RAYONG,เมืองระยอง,3431,Rayong,ระยอง,1.0,3.0,9.0,22.0,1.0,12.0,0.0,0.0,0.0,0.0,60.0,70.0,76.0,82.0,52.0,73.0,baania
20,3889,SI PHRAYA,สี่พระยา,3886,BANG RAK,บางรัก,3781,Bangkok,กรุงเทพมหานคร,89.0,100.0,89.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,97.0,99.0,baania
661,4691,NONG PRUE,หนองปรือ,4645,BANG LAMUNG,บางละมุง,4616,Chon Buri,ชลบุรี,49.0,44.0,20.0,65.0,41.0,54.0,0.0,0.0,0.0,0.0,95.0,93.0,84.0,98.0,94.0,96.0,baania
560,2796,NAI MUEANG,ในเมือง,2638,MUEANG KHON KAEN,เมืองขอนแก่น,2637,Khon Kaen,ขอนแก่น,40.0,50.0,39.0,68.0,49.0,56.0,0.0,0.0,0.0,0.0,97.0,98.0,95.0,100.0,96.0,98.0,baania
1,3383,SUAN YAI,สวนใหญ่,3373,MUEANG NONTHABURI,เมืองนนทบุรี,3372,Nonthaburi,นนทบุรี,90.0,99.0,84.0,99.0,98.0,96.0,100.0,100.0,100.0,100.0,100.0,99.0,100.0,99.0,100.0,100.0,baania
90,7279,SAM PHRAYA,สามพระยา,7272,CHA-AM,ชะอำ,7226,Phetchaburi,เพชรบุรี,3.0,26.0,5.0,23.0,13.0,16.0,0.0,0.0,0.0,0.0,29.0,87.0,65.0,84.0,67.0,70.0,baania
