row_number,subdistrict_id,subdistrict_name_en,subdistrict_name_th,district_id,district_name_en,district_name_th,province_id,province_name_en,province_name_th,walk_leisure,walk_public_service,walk_school,walk_shopping,walk_work,walk_total,access_boat,access_bus,access_train,access_total,drive_leisure,drive_public_service,drive_school,drive_shopping,drive_work,drive_total,source
227,3099,NAI MUEANG,ในเมือง,2858,MUEANG NAKHON RATCHASIMA,เมืองนครราชสีมา,2857,Nakhon Ratchasima,นครราชสีมา,31.0,29.0,28.0,65.0,51.0,49.0,0.0,0.0,0.0,0.0,95.0,91.0,90.0,100.0,97.0,97.0,baania
582,1202,CHOMPHU,ชมภู,1200,SARAPHI,สารภี,1005,Chiang Mai,เชียงใหม่,1.0,1.0,19.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,29.0,90.0,7.0,74.0,23.0,baania
563,3787,KHLONG SAN,คลองสาน,3786,KHLONG SAN,คลองสาน,3781,Bangkok,กรุงเทพมหานคร,97.0,100.0,97.0,97.0,93.0,97.0,100.0,100.0,100.0,100.0,100.0,88.0,100.0,98.0,100.0,98.0,baania
180,3951,LAT KRABANG,ลาดกระบัง,3950,LAT KRABANG,ลาดกระบัง,3781,Bangkok,กรุงเทพมหานคร,75.0,98.0,75.0,100.0,99.0,92.0,92.0,97.0,1.0,76.0,92.0,53.0,98.0,98.0,88.0,91.0,baania
316,3506,BANG PRONG,บางโปรง,3499,MUEANG SAMUT PRAKAN,เมืองสมุทรปราการ,3498,Samut Prakan,สมุทรปราการ,100.0,96.0,92.0,100.0,100.0,99.0,6.0,95.0,0.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,baania
587,4687,WAT BOT,วัดโบสถ์,4675,PHANAT NIKHOM,พนัสนิคม,4616,Chon Buri,ชลบุรี,1.0,41.0,18.0,39.0,19.0,29.0,0.0,0.0,0.0,0.0,53.0,99.0,97.0,86.0,91.0,83.0,baania
69,3435,CHOENG NOEN,เชิงเนิน,3432,MUEANG RAYONG,เมืองระยอง,3431,Rayong,ระยอง,26.0,24.0,20.0,50.0,40.0,38.0,0.0,0.0,0.0,0.0,92.0,91.0,89.0,91.0,96.0,92.0,baania
183,5394,MAMUANG SONG TON,มะม่วงสองต้น,5378,MUEANG NAKHON SI THAMMARAT,เมืองนครศรีธรรมราช,5377,Nakhon Si Thammarat,นครศรีธรรมราช,14.0,27.0,22.0,33.0,23.0,27.0,0.0,0.0,0.0,0.0,79.0,95.0,94.0,89.0,80.0,87.0,baania
301,3842,BANG YI RUEA,บางยี่เรือ,3839,THON BURI,ธนบุรี,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,99.0,baania
623,3617,KHLONG SONG,คลองสอง,3615,KHLONG LUANG,คลองหลวง,3599,Pathum Thani,ปทุมธานี,57.0,35.0,60.0,98.0,98.0,79.0,0.0,67.0,0.0,27.0,100.0,100.0,97.0,93.0,83.0,95.0,baania
311,3619,KHLONG SI,คลองสี่,3615,KHLONG LUANG,คลองหลวง,3599,Pathum Thani,ปทุมธานี,13.0,13.0,74.0,98.0,89.0,69.0,0.0,80.0,0.0,32.0,100.0,99.0,96.0,76.0,54.0,83.0,baania
482,3217,MU MON,หมูม่น,3196,MUEANG UDON THANI,เมืองอุดรธานี,3195,Udon Thani,อุดรธานี,7.0,33.0,9.0,29.0,28.0,23.0,0.0,0.0,0.0,0.0,52.0,97.0,85.0,87.0,77.0,80.0,baania
562,20623,BANG NA TAI,บางนาใต้,3877,BANG NA,บางนา,3781,Bangkok,กรุงเทพมหานคร,83.0,96.0,83.0,100.0,99.0,95.0,79.0,93.0,1.0,69.0,99.0,56.0,99.0,91.0,97.0,91.0,baania
273,3652,CHIANG RAK YAI,เชียงรากใหญ่,3647,SAM KHOK,สามโคก,3599,Pathum Thani,ปทุมธานี,14.0,1.0,21.0,100.0,100.0,65.0,0.0,19.0,0.0,7.0,100.0,100.0,94.0,85.0,45.0,87.0,baania
284,3381,BANG RAK NOI,บางรักน้อย,3373,MUEANG NONTHABURI,เมืองนนทบุรี,3372,Nonthaburi,นนทบุรี,91.0,98.0,82.0,98.0,100.0,95.0,100.0,100.0,85.0,97.0,100.0,100.0,99.0,100.0,100.0,100.0,baania
93,4634,MUEANG,เหมือง,4617,MUEANG CHON BURI,เมืองชลบุรี,4616,Chon Buri,ชลบุรี,27.0,18.0,12.0,37.0,37.0,30.0,0.0,0.0,0.0,0.0,90.0,81.0,67.0,86.0,95.0,85.0,baania
120,2863,TALAT,ตลาด,2858,MUEANG NAKHON RATCHASIMA,เมืองนครราชสีมา,2857,Nakhon Ratchasima,นครราชสีมา,9.0,1.0,0.0,27.0,8.0,16.0,0.0,0.0,0.0,0.0,84.0,63.0,46.0,94.0,62.0,81.0,baania
406,3490,MAENAM KHU,แม่น้ำคู้,3486,PLUAK DAENG,ปลวกแดง,3431,Rayong,ระยอง,13.0,4.0,5.0,33.0,26.0,21.0,0.0,0.0,0.0,0.0,39.0,17.0,22.0,52.0,63.0,41.0,baania
688,7239,BAN KUM,บ้านกุ่ม,7227,MUEANG PHETCHABURI,เมืองเพชรบุรี,7226,Phetchaburi,เพชรบุรี,9.0,39.0,22.0,53.0,31.0,38.0,0.0,0.0,0.0,0.0,72.0,97.0,94.0,99.0,93.0,92.0,baania
306,3413,BANG MAE NANG,บางแม่นาง,3411,BANG YAI,บางใหญ่,3372,Nonthaburi,นนทบุรี,62.0,76.0,45.0,94.0,93.0,80.0,45.0,50.0,1.0,38.0,93.0,97.0,91.0,100.0,100.0,97.0,baania
37,1055,CHOENG DOI,เชิงดอย,1054,DOI SAKET,ดอยสะเก็ด,1005,Chiang Mai,เชียงใหม่,1.0,6.0,4.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,55.0,60.0,2.0,52.0,18.0,baania
263,4719,THA BUNMI,ท่าบุญมี,4717,KO CHAN,เกาะจันทร์,4616,Chon Buri,ชลบุรี,8.0,20.0,1.0,13.0,1.0,12.0,0.0,0.0,0.0,0.0,84.0,87.0,44.0,87.0,54.0,83.0,baania
692,7277,BANG KAO,บางเก่า,7272,CHA-AM,ชะอำ,7226,Phetchaburi,เพชรบุรี,5.0,26.0,10.0,29.0,6.0,19.0,0.0,0.0,0.0,0.0,42.0,57.0,55.0,66.0,46.0,57.0,baania
588,3775,BANG TOEI,บางเตย,3764,SAM PHRAN,สามพราน,3667,Nakhon Pathom,นครปฐม,58.0,12.0,27.0,94.0,80.0,70.0,0.0,94.0,0.0,38.0,95.0,96.0,85.0,100.0,100.0,97.0,baania
342,3525,BANG CHALONG,บางโฉลง,3522,BANG PHLI,บางพลี,3498,Samut Prakan,สมุทรปราการ,90.0,81.0,70.0,98.0,99.0,92.0,1.0,91.0,0.0,37.0,99.0,98.0,94.0,100.0,100.0,99.0,baania
613,2648,BAN PET,บ้านเป็ด,2638,MUEANG KHON KAEN,เมืองขอนแก่น,2637,Khon Kaen,ขอนแก่น,25.0,35.0,20.0,55.0,36.0,42.0,0.0,0.0,0.0,0.0,91.0,92.0,87.0,93.0,95.0,92.0,baania
706,4655,BAN BUENG,บ้านบึง,4654,BAN BUENG,บ้านบึง,4616,Chon Buri,ชลบุรี,12.0,17.0,9.0,35.0,28.0,25.0,0.0,0.0,0.0,0.0,84.0,87.0,73.0,94.0,93.0,89.0,baania
670,3472,MAKHAM KHU,มะขามคู่,3469,NIKHOM PHATTHANA,นิคมพัฒนา,3431,Rayong,ระยอง,12.0,17.0,4.0,27.0,21.0,20.0,0.0,0.0,0.0,0.0,54.0,70.0,27.0,86.0,77.0,73.0,baania
236,3426,BANG PHLAP,บางพลับ,3418,PAK KRET,ปากเกร็ด,3372,Nonthaburi,นนทบุรี,50.0,72.0,7.0,92.0,91.0,73.0,1.0,69.0,4.0,29.0,89.0,100.0,64.0,100.0,100.0,94.0,baania
65,3931,BANG CHAK,บางจาก,3913,PHRA KHANONG,พระโขนง,3781,Bangkok,กรุงเทพมหานคร,92.0,99.0,92.0,100.0,100.0,97.0,89.0,95.0,1.0,74.0,100.0,70.0,100.0,93.0,99.0,93.0,baania
467,3871,BANG KHAE NUEA,บางแคเหนือ,3869,BANG KHAE,บางแค,3781,Bangkok,กรุงเทพมหานคร,61.0,91.0,61.0,92.0,96.0,83.0,1.0,90.0,1.0,37.0,94.0,64.0,93.0,88.0,86.0,87.0,baania
264,3872,BANG PHAI,บางไผ่,3869,BANG KHAE,บางแค,3781,Bangkok,กรุงเทพมหานคร,73.0,93.0,73.0,100.0,100.0,91.0,1.0,82.0,1.0,34.0,90.0,51.0,96.0,77.0,57.0,77.0,baania
528,3664,BUENG BA,บึงบา,3659,NONG SUEA,หนองเสือ,3599,Pathum Thani,ปทุมธานี,55.0,36.0,45.0,93.0,78.0,73.0,0.0,1.0,0.0,0.0,99.0,98.0,91.0,94.0,88.0,95.0,baania
118,3796,SAM WA TAWAN OK,สามวาตะวันออก,3791,KHLONG SAM WA,คลองสามวา,3781,Bangkok,กรุงเทพมหานคร,96.0,70.0,96.0,97.0,96.0,94.0,1.0,1.0,1.0,1.0,57.0,25.0,100.0,45.0,41.0,51.0,baania
149,2550,WIANG,เวียง,2412,MUEANG CHIANG RAI,เมืองเชียงราย,2411,Chiang Rai,เชียงราย,74.0,86.0,58.0,74.0,50.0,71.0,0.0,0.0,0.0,0.0,100.0,100.0,99.0,100.0,99.0,100.0,baania
80,3829,CHIMPHLI,ฉิมพลี,3826,TALING CHAN,ตลิ่งชัน,3781,Bangkok,กรุงเทพมหานคร,90.0,85.0,90.0,92.0,98.0,91.0,1.0,87.0,1.0,36.0,97.0,52.0,98.0,85.0,87.0,86.0,baania
353,3197,KUT SA,กุดสระ,3196,MUEANG UDON THANI,เมืองอุดรธานี,3195,Udon Thani,อุดรธานี,2.0,13.0,5.0,11.0,44.0,12.0,0.0,0.0,0.0,0.0,54.0,91.0,80.0,72.0,76.0,71.0,baania
110,2418,BAN DU,บ้านดู่,2412,MUEANG CHIANG RAI,เมืองเชียงราย,2411,Chiang Rai,เชียงราย,14.0,14.0,22.0,35.0,32.0,27.0,0.0,0.0,0.0,0.0,77.0,76.0,89.0,85.0,92.0,84.0,baania
631,3919,BANG KHUN PHROM,บางขุนพรหม,3915,PHRA NAKHON,พระนคร,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,64.0,96.0,100.0,84.0,100.0,90.0,100.0,95.0,100.0,97.0,baania
2,4001,HUAI KHWANG,ห้วยขวาง,4000,HUAI KHWANG,ห้วยขวาง,3781,Bangkok,กรุงเทพมหานคร,87.0,98.0,87.0,100.0,99.0,96.0,98.0,97.0,58.0,90.0,99.0,76.0,99.0,98.0,95.0,96.0,baania
75,4557,BANG KLUEA,บางเกลือ,4552,BANG PAKONG,บางปะกง,4510,Chachoengsao,ฉะเชิงเทรา,100.0,100.0,100.0,100.0,100.0,100.0,1.0,100.0,0.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,baania
708,1169,MAE PU KHA,แม่ปูคา,1164,SAN KAMPHAENG,สันกำแพง,1005,Chiang Mai,เชียงใหม่,13.0,21.0,26.0,1.0,29.0,11.0,0.0,0.0,0.0,0.0,58.0,75.0,79.0,42.0,92.0,57.0,baania
303,3434,KLAENG,แกลง,3432,MUEANG RAYONG,เมืองระยอง,3431,Rayong,ระยอง,12.0,13.0,4.0,34.0,1.0,22.0,0.0,0.0,0.0,0.0,66.0,71.0,58.0,61.0,60.0,64.0,baania
431,4522,BANG TIN PET,บางตีนเป็ด,4511,MUEANG CHACHOENGSAO,เมืองฉะเชิงเทรา,4510,Chachoengsao,ฉะเชิงเทรา,16.0,27.0,15.0,33.0,23.0,27.0,0.0,0.0,0.0,0.0,86.0,89.0,86.0,80.0,91.0,84.0,baania
326,1173,HUAI SAI,ห้วยทราย,1121,MAE RIM,แม่ริม,1005,Chiang Mai,เชียงใหม่,1.0,2.0,8.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,1.0,41.0,60.0,45.0,72.0,40.0,baania
430,3795,SAM WA TAWAN TOK,สามวาตะวันตก,3791,KHLONG SAM WA,คลองสามวา,3781,Bangkok,กรุงเทพมหานคร,74.0,85.0,74.0,96.0,97.0,88.0,1.0,4.0,1.0,2.0,91.0,34.0,96.0,70.0,65.0,73.0,baania
79,3843,BUKKHALO,บุคคโล,3839,THON BURI,ธนบุรี,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,98.0,100.0,97.0,baania
570,1199,SAN KLANG,สันกลาง,1164,SAN KAMPHAENG,สันกำแพง,1005,Chiang Mai,เชียงใหม่,1.0,8.0,21.0,2.0,44.0,8.0,0.0,0.0,0.0,0.0,24.0,76.0,89.0,36.0,98.0,49.0,baania
161,3938,SAEN SAEP,แสนแสบ,3936,MIN BURI,มีนบุรี,3781,Bangkok,กรุงเทพมหานคร,82.0,94.0,82.0,98.0,97.0,92.0,1.0,73.0,1.0,30.0,85.0,43.0,98.0,68.0,58.0,71.0,baania
174,3860,THA KHAM,ท่าข้าม,3859,BANG KHUN THIAN,บางขุนเทียน,3781,Bangkok,กรุงเทพมหานคร,61.0,68.0,61.0,82.0,95.0,75.0,1.0,57.0,1.0,23.0,78.0,36.0,94.0,65.0,82.0,69.0,baania
658,3403,BANG KHU RAT,บางคูรัด,3402,BANG BUA THONG,บางบัวทอง,3372,Nonthaburi,นนทบุรี,83.0,92.0,70.0,89.0,93.0,87.0,5.0,21.0,1.0,11.0,98.0,99.0,97.0,99.0,100.0,99.0,baania
674,2419,PA O DON CHAI,ป่าอ้อดอนชัย,2412,MUEANG CHIANG RAI,เมืองเชียงราย,2411,Chiang Rai,เชียงราย,0.0,2.0,0.0,20.0,24.0,13.0,0.0,0.0,0.0,0.0,46.0,76.0,49.0,62.0,80.0,61.0,baania
420,1206,THA WANG TAN,ท่าวังตาล,1200,SARAPHI,สารภี,1005,Chiang Mai,เชียงใหม่,1.0,5.0,13.0,1.0,31.0,6.0,0.0,0.0,0.0,0.0,12.0,59.0,81.0,27.0,96.0,39.0,baania
374,3777,YAI CHA,ยายชา,3764,SAM PHRAN,สามพราน,3667,Nakhon Pathom,นครปฐม,62.0,20.0,68.0,100.0,100.0,81.0,0.0,100.0,0.0,40.0,100.0,100.0,100.0,100.0,100.0,100.0,baania
357,3400,WAT CHALO,วัดชลอ,3392,BANG KRUAI,บางกรวย,3372,Nonthaburi,นนทบุรี,74.0,90.0,64.0,91.0,91.0,84.0,1.0,97.0,36.0,47.0,97.0,100.0,96.0,99.0,98.0,98.0,baania
146,3980,YAN NAWA,ยานนาวา,3977,SATHON,สาทร,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,100.0,99.0,100.0,98.0,baania
208,4516,KHLONG LUANG PHAENG,คลองหลวงแพ่ง,4511,MUEANG CHACHOENGSAO,เมืองฉะเชิงเทรา,4510,Chachoengsao,ฉะเชิงเทรา,14.0,13.0,13.0,19.0,22.0,16.0,0.0,0.0,0.0,0.0,60.0,49.0,60.0,39.0,62.0,47.0,baania
297,3952,KHUM THONG,ขุมทอง,3950,LAT KRABANG,ลาดกระบัง,3781,Bangkok,กรุงเทพมหานคร,12.0,96.0,12.0,100.0,100.0,73.0,1.0,1.0,1.0,1.0,36.0,16.0,96.0,42.0,34.0,43.0,baania
462,3671,THANON KHAT,ถนนขาด,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,54.0,7.0,7.0,87.0,100.0,65.0,0.0,1.0,0.0,0.0,97.0,79.0,88.0,100.0,100.0,96.0,baania
290,3979,THUNG WAT DON,ทุ่งวัดดอน,3977,SATHON,สาทร,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,100.0,100.0,88.0,100.0,98.0,100.0,98.0,baania
338,7281,HUAI SAI NUEA,ห้วยทรายเหนือ,7272,CHA-AM,ชะอำ,7226,Phetchaburi,เพชรบุรี,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,68.0,11.0,4.0,15.0,baania
30,4701,BANG PHRA,บางพระ,4696,SI RACHA,ศรีราชา,4616,Chon Buri,ชลบุรี,13.0,17.0,10.0,29.0,24.0,22.0,0.0,0.0,0.0,0.0,73.0,78.0,70.0,80.0,82.0,78.0,baania
469,4514,KHLONG NA,คลองนา,4511,MUEANG CHACHOENGSAO,เมืองฉะเชิงเทรา,4510,Chachoengsao,ฉะเชิงเทรา,16.0,27.0,12.0,44.0,20.0,32.0,0.0,0.0,0.0,0.0,87.0,91.0,81.0,82.0,89.0,85.0,baania
336,3845,SAMRE,สำเหร่,3839,THON BURI,ธนบุรี,3781,Bangkok,กรุงเทพมหานคร,88.0,100.0,88.0,100.0,100.0,96.0,100.0,97.0,100.0,99.0,100.0,80.0,100.0,90.0,100.0,93.0,baania
277,3515,KHLONG DAN,คลองด่าน,3513,BANG BO,บางบ่อ,3498,Samut Prakan,สมุทรปราการ,80.0,100.0,1.0,100.0,100.0,86.0,1.0,1.0,0.0,1.0,100.0,100.0,73.0,100.0,100.0,97.0,baania
205,3527,RACHA THEWA,ราชาเทวะ,3522,BANG PHLI,บางพลี,3498,Samut Prakan,สมุทรปราการ,80.0,67.0,57.0,84.0,95.0,80.0,33.0,90.0,0.0,49.0,93.0,90.0,81.0,95.0,99.0,93.0,baania
379,4656,KHLONG KIO,คลองกิ่ว,4654,BAN BUENG,บ้านบึง,4616,Chon Buri,ชลบุรี,1.0,25.0,2.0,29.0,36.0,21.0,0.0,0.0,0.0,0.0,27.0,79.0,81.0,63.0,92.0,61.0,baania
427,3676,BO PHLAP,บ่อพลับ,3668,MUEANG NAKHON PATHOM,เมืองนครปฐม,3667,Nakhon Pathom,นครปฐม,50.0,10.0,60.0,77.0,70.0,62.0,0.0,1.0,0.0,0.0,80.0,83.0,83.0,83.0,83.0,83.0,baania
630,1130,SAN PONG,สันโป่ง,1121,MAE RIM,แม่ริม,1005,Chiang Mai,เชียงใหม่,1.0,30.0,5.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,89.0,72.0,51.0,86.0,53.0,baania
405,3663,BUENG BON,บึงบอน,3659,NONG SUEA,หนองเสือ,3599,Pathum Thani,ปทุมธานี,51.0,51.0,90.0,70.0,100.0,69.0,0.0,38.0,0.0,15.0,100.0,100.0,100.0,96.0,51.0,93.0,baania
111,3454,CHAK PHONG,ชากพง,3448,KLAENG,แกลง,3431,Rayong,ระยอง,20.0,11.0,16.0,41.0,14.0,28.0,0.0,0.0,0.0,0.0,52.0,42.0,41.0,52.0,46.0,49.0,baania
247,3437,THAP MA,ทับมา,3432,MUEANG RAYONG,เมืองระยอง,3431,Rayong,ระยอง,7.0,18.0,9.0,47.0,47.0,31.0,0.0,0.0,0.0,0.0,73.0,86.0,60.0,93.0,97.0,86.0,baania
76,3607,BANG PHUN,บางพูน,3600,MUEANG PATHUM THANI,เมืองปทุมธานี,3599,Pathum Thani,ปทุมธานี,79.0,47.0,85.0,98.0,97.0,88.0,0.0,97.0,0.0,39.0,100.0,100.0,99.0,97.0,87.0,97.0,baania
435,1011,PA DAET,ป่าแดด,1006,MUEANG CHIANG MAI,เมืองเชียงใหม่,1005,Chiang Mai,เชียงใหม่,7.0,11.0,27.0,3.0,45.0,11.0,0.0,0.0,0.0,0.0,66.0,80.0,94.0,59.0,100.0,70.0,baania
434,20613,BANG PAKONG,บางปะกง,4552,BANG PAKONG,บางปะกง,4510,Chachoengsao,ฉะเชิงเทรา,1.0,15.0,23.0,6.0,25.0,9.0,0.0,0.0,0.0,0.0,55.0,77.0,50.0,64.0,81.0,65.0,baania
473,9265,THA KHAM,ท่าข้าม,9257,HAT YAI,หาดใหญ่,9128,Songkhla,สงขลา,8.0,25.0,10.0,17.0,14.0,15.0,0.0,0.0,0.0,0.0,79.0,94.0,76.0,78.0,64.0,78.0,baania
424,4517,KHLONG UDOM CHONLACHON,คลองอุดมชลจร,4511,MUEANG CHACHOENGSAO,เมืองฉะเชิงเทรา,4510,Chachoengsao,ฉะเชิงเทรา,12.0,13.0,13.0,12.0,16.0,12.0,0.0,0.0,0.0,0.0,54.0,46.0,53.0,23.0,40.0,36.0,baania
414,3209,BAN LUEAM,บ้านเลื่อม,3196,MUEANG UDON THANI,เมืองอุดรธานี,3195,Udon Thani,อุดรธานี,21.0,54.0,28.0,63.0,52.0,49.0,0.0,0.0,0.0,0.0,85.0,98.0,88.0,96.0,96.0,93.0,baania
275,3394,BANG KHANUN,บางขนุน,3392,BANG KRUAI,บางกรวย,3372,Nonthaburi,นนทบุรี,77.0,86.0,56.0,100.0,100.0,90.0,1.0,98.0,20.0,43.0,98.0,99.0,91.0,100.0,100.0,99.0,baania
318,2646,BAN KHO,บ้านค้อ,2638,MUEANG KHON KAEN,เมืองขอนแก่น,2637,Khon Kaen,ขอนแก่น,5.0,4.0,1.0,16.0,18.0,11.0,0.0,0.0,0.0,0.0,63.0,73.0,34.0,76.0,47.0,66.0,baania
324,2631,CHOENG THALE,เชิงทะเล,2630,THALANG,ถลาง,2616,Phuket,ภูเก็ต,50.0,23.0,9.0,51.0,30.0,42.0,0.0,0.0,0.0,0.0,81.0,76.0,63.0,61.0,76.0,68.0,baania
381,3606,BANG PHUT,บางพูด,3600,MUEANG PATHUM THANI,เมืองปทุมธานี,3599,Pathum Thani,ปทุมธานี,1.0,12.0,68.0,80.0,68.0,55.0,0.0,8.0,0.0,3.0,95.0,100.0,89.0,59.0,71.0,74.0,baania
492,9255,SATHING MO,สทิงหม้อ,9245,SINGHANAKHON,สิงหนคร,9128,Songkhla,สงขลา,6.0,27.0,21.0,20.0,18.0,18.0,0.0,0.0,0.0,0.0,83.0,97.0,95.0,94.0,91.0,92.0,baania
63,2655,SAMRAN,สำราญ,2638,MUEANG KHON KAEN,เมืองขอนแก่น,2637,Khon Kaen,ขอนแก่น,6.0,11.0,3.0,17.0,13.0,12.0,0.0,0.0,0.0,0.0,72.0,85.0,62.0,77.0,67.0,74.0,baania
657,3903,DOKMAI,ดอกไม้,3901,PRAWET,ประเวศ,3781,Bangkok,กรุงเทพมหานคร,85.0,91.0,85.0,98.0,100.0,94.0,5.0,87.0,1.0,37.0,98.0,47.0,97.0,83.0,95.0,85.0,baania
94,3554,LAEM FA PHA,แหลมฟ้าผ่า,3549,PHRA SAMUT CHEDI,พระสมุทรเจดีย์,3498,Samut Prakan,สมุทรปราการ,72.0,100.0,72.0,100.0,100.0,91.0,1.0,97.0,0.0,39.0,95.0,100.0,97.0,100.0,100.0,99.0,baania
461,2865,BAN KO,บ้านเกาะ,2858,MUEANG NAKHON RATCHASIMA,เมืองนครราชสีมา,2857,Nakhon Ratchasima,นครราชสีมา,25.0,32.0,15.0,49.0,40.0,39.0,0.0,0.0,0.0,0.0,81.0,85.0,73.0,98.0,86.0,90.0,baania
299,3545,BANG HUA SUEA,บางหัวเสือ,3533,PHRA PRADAENG,พระประแดง,3498,Samut Prakan,สมุทรปราการ,100.0,51.0,100.0,100.0,100.0,95.0,1.0,99.0,0.0,40.0,100.0,96.0,100.0,100.0,100.0,100.0,baania
609,3641,BUENG KHO HAI,บึงคอไห,3638,LAM LUK KA,ลำลูกกา,3599,Pathum Thani,ปทุมธานี,1.0,1.0,60.0,100.0,100.0,66.0,0.0,1.0,0.0,0.0,100.0,100.0,100.0,91.0,1.0,86.0,baania
22,3602,BANG KHAYAENG,บางขะแยง,3600,MUEANG PATHUM THANI,เมืองปทุมธานี,3599,Pathum Thani,ปทุมธานี,91.0,41.0,46.0,100.0,96.0,86.0,0.0,98.0,0.0,39.0,100.0,100.0,98.0,99.0,93.0,99.0,baania
421,3823,WACHIRA PHAYABAN,วชิรพยาบาล,3817,DUSIT,ดุสิต,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,15.0,100.0,100.0,66.0,100.0,90.0,100.0,95.0,90.0,96.0,baania
56,3695,KAMPHAENG SAEN,กำแพงแสน,3694,KAMPHAENG SAEN,กำแพงแสน,3667,Nakhon Pathom,นครปฐม,53.0,11.0,65.0,55.0,68.0,52.0,0.0,1.0,0.0,0.0,93.0,96.0,99.0,97.0,100.0,96.0,baania
168,3639,LAM LUK KA,ลำลูกกา,3638,LAM LUK KA,ลำลูกกา,3599,Pathum Thani,ปทุมธานี,93.0,92.0,89.0,100.0,100.0,97.0,0.0,64.0,0.0,26.0,100.0,100.0,100.0,100.0,100.0,100.0,baania
346,3849,BANG KHUN SI,บางขุนศรี,3847,BANGKOK NOI,บางกอกน้อย,3781,Bangkok,กรุงเทพมหานคร,96.0,100.0,96.0,99.0,100.0,98.0,12.0,99.0,97.0,64.0,100.0,84.0,100.0,98.0,96.0,97.0,baania
410,5576,SICHON,สิชล,5575,SICHON,สิชล,5377,Nakhon Si Thammarat,นครศรีธรรมราช,1.0,8.0,1.0,27.0,12.0,16.0,0.0,0.0,0.0,0.0,59.0,86.0,73.0,91.0,88.0,82.0,baania
71,3945,THUNG PHAYA THAI,ทุ่งพญาไท,3942,RATCHATHEWI,ราชเทวี,3781,Bangkok,กรุงเทพมหานคร,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,100.0,89.0,98.0,baania
169,3646,LAM SAI,ลำไทร,3638,LAM LUK KA,ลำลูกกา,3599,Pathum Thani,ปทุมธานี,54.0,54.0,67.0,100.0,100.0,83.0,0.0,1.0,0.0,0.0,100.0,100.0,88.0,88.0,76.0,90.0,baania
573,3473,MAP KHA,มาบข่า,3469,NIKHOM PHATTHANA,นิคมพัฒนา,3431,Rayong,ระยอง,20.0,18.0,10.0,27.0,38.0,23.0,0.0,0.0,0.0,0.0,79.0,82.0,59.0,92.0,92.0,86.0,baania
486,3441,NOEN PHRA,เนินพระ,3432,MUEANG RAYONG,เมืองระยอง,3431,Rayong,ระยอง,25.0,25.0,16.0,50.0,42.0,38.0,0.0,0.0,0.0,0.0,90.0,87.0,81.0,95.0,96.0,92.0,baania
662,1211,NONG PHUENG,หนองผึ้ง,1200,SARAPHI,สารภี,1005,Chiang Mai,เชียงใหม่,2.0,16.0,14.0,2.0,37.0,8.0,0.0,0.0,0.0,0.0,34.0,80.0,82.0,53.0,96.0,59.0,baania
500,3771,THA KHAM,ท่าข้าม,3764,SAM PHRAN,สามพราน,3667,Nakhon Pathom,นครปฐม,55.0,15.0,46.0,90.0,100.0,72.0,0.0,98.0,0.0,39.0,98.0,100.0,98.0,100.0,100.0,99.0,baania
85,4586,WANG YEN,วังเย็น,4584,PLAENG YAO,แปลงยาว,4510,Chachoengsao,ฉะเชิงเทรา,1.0,11.0,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,63.0,54.0,71.0,61.0,54.0,60.0,baania
226,3852,ARUN AMMARIN,อรุณอมรินทร์,3847,BANGKOK NOI,บางกอกน้อย,3781,Bangkok,กรุงเทพมหานคร,100.0,99.0,100.0,100.0,100.0,100.0,1.0,100.0,88.0,58.0,100.0,70.0,100.0,100.0,91.0,96.0,baania
191,3436,TAPHONG,ตะพง,3432,MUEANG RAYONG,เมืองระยอง,3431,Rayong,ระยอง,9.0,11.0,5.0,27.0,18.0,19.0,0.0,0.0,0.0,0.0,68.0,73.0,59.0,77.0,66.0,73.0,baania
