row_number,transction_year,transction_month,listing_province_name_th,listing_province_name_en,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,total_listing,median_rent_price_sqm
1396,2021,9,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,212,306
1032,2020,6,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,41,362
699,2021,12,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,58,305
1129,2019,11,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,475,492
843,2019,9,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,134,236
85,2021,7,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,25,271
1122,2021,1,นครปฐม,NAKHON PATHOM,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,25,254
986,2021,4,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คอนโด,Condo,30,268
468,2021,12,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,94,266
46,2019,3,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,18,264
1338,2021,1,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,150,342
1118,2021,10,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,146,507
1078,2021,11,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,62,313
1293,2021,3,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,27,287
97,2020,4,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,106,347
1081,2022,1,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,21,248
1195,2020,11,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,99,355
238,2019,10,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,303,327
924,2019,5,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,20,284
483,2022,1,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,21,257
1012,2019,6,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,17,283
674,2022,1,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,37,278
268,2019,10,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,162,156
822,2019,1,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,31,274
798,2020,8,กรุงเทพมหานคร,BANGKOK,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,33,295
385,2019,5,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,11,369
1512,2021,11,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,บ้าน,Detached House,11,247
155,2021,9,ปทุมธานี,PATHUM THANI,ธัญบุรี,THANYABURI,คอนโด,Condo,11,224
1447,2021,12,ปทุมธานี,PATHUM THANI,เมืองปทุมธานี,MUEANG PATHUM THANI,คอนโด,Condo,16,320
1075,2021,10,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,207,361
266,2021,12,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,402,442
826,2019,1,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,45,337
206,2021,6,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,35,294
1322,2021,2,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,คอนโด,Condo,20,299
1064,2021,11,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,68,324
880,2020,12,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,956,458
317,2021,5,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,60,323
168,2019,8,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,28,318
134,2019,5,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,124,387
231,2019,2,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,50,460
1058,2019,2,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,15,371
1044,2021,7,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,454,447
96,2021,6,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,121,345
113,2019,6,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,128,617
1335,2021,7,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,407,461
1066,2020,1,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,16,300
252,2021,2,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,52,277
592,2020,4,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,66,604
627,2021,2,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,28,391
854,2019,7,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,51,381
185,2019,8,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,74,574
374,2021,8,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,37,302
522,2021,3,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,155,539
1284,2021,4,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,60,304
531,2020,5,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,51,537
151,2020,5,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,15,310
1036,2019,10,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,141,430
1332,2019,3,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,118,408
811,2020,3,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,20,312
1109,2021,11,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,31,358
817,2021,3,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,67,354
161,2019,3,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,11,378
67,2022,1,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,คอนโด,Condo,16,215
1477,2021,2,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,245,380
764,2021,2,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,14,271
474,2020,8,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,306,336
1534,2021,2,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,11,172
78,2019,5,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,106,522
1391,2021,12,นครปฐม,NAKHON PATHOM,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,25,265
1470,2020,8,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,393,471
1232,2019,4,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,273,689
1234,2021,12,ปทุมธานี,PATHUM THANI,ธัญบุรี,THANYABURI,คอนโด,Condo,20,238
885,2019,7,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,15,383
929,2019,8,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,73,508
744,2020,1,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,30,514
1095,2020,7,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,79,352
856,2021,7,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,77,396
1257,2020,10,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,38,313
318,2021,1,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,29,262
1369,2019,6,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,139,388
466,2021,6,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,866,743
275,2021,3,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,74,312
1348,2020,12,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,27,256
841,2019,8,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,12,269
52,2021,1,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,216,360
56,2021,4,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,347,681
568,2021,3,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,65,351
1123,2020,7,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,16,248
107,2020,4,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,28,312
1522,2021,5,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,11,197
371,2020,6,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,46,365
1116,2021,10,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,17,331
191,2021,1,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,36,307
1511,2021,11,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,14,190
116,2019,6,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,236,475
197,2020,9,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,52,294
1247,2021,10,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,42,253
1132,2021,8,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,112,291
796,2019,6,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,99,703
64,2021,7,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,2182,650
906,2021,1,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,33,335
955,2020,7,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,20,354
501,2020,12,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,558,470
255,2020,9,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,19,342
1491,2021,11,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,223,456
1021,2020,4,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,74,327
1035,2020,10,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,184,269
1429,2022,1,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,32,249
488,2019,7,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,122,316
934,2020,6,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,76,370
1225,2020,4,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,70,278
1065,2020,12,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,74,340
1039,2021,8,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,17,337
475,2022,1,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,391,506
32,2022,1,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,34,272
1422,2019,11,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,581,485
190,2020,4,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,22,324
1088,2020,1,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,83,369
736,2019,8,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,63,509
562,2019,2,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,43,810
926,2019,6,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,29,289
537,2021,11,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,284,359
519,2021,2,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,54,283
1119,2019,5,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,14,262
918,2021,6,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คอนโด,Condo,15,308
172,2020,11,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,146,300
369,2020,9,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,107,621
758,2020,11,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,153,577
594,2021,7,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,217,334
221,2020,12,นนทบุรี,NONTHABURI,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,20,243
907,2019,7,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,19,339
101,2021,5,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,18,304
91,2020,6,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,39,473
384,2019,6,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,53,662
93,2020,1,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,72,576
1412,2020,9,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,129,334
711,2021,1,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,89,338
246,2019,8,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,15,333
510,2021,1,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คอนโด,Condo,18,308
968,2020,7,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,116,576
1199,2022,1,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,91,505
281,2021,4,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,29,325
34,2020,10,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,149,319
616,2019,11,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,28,307
50,2019,10,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,1309,611
1436,2019,6,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,27,295
169,2019,10,กรุงเทพมหานคร,BANGKOK,ดอนเมือง,DON MUEANG,คอนโด,Condo,16,191
1090,2021,9,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,241,266
1186,2020,9,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,21,308
1292,2020,10,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,146,358
217,2021,7,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,109,317
487,2021,9,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,40,263
814,2020,1,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,22,399
289,2021,11,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,คอนโด,Condo,62,290
1041,2020,5,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,35,308
6,2021,3,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,701,439
189,2019,7,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,12,349
493,2021,10,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,503,517
869,2020,3,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,19,281
133,2019,4,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,51,371
855,2020,8,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,494,255
260,2021,3,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,334,437
994,2019,6,นนทบุรี,NONTHABURI,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,19,228
864,2020,5,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,13,296
1270,2019,9,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,217,440
156,2021,7,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,คอนโด,Condo,14,259
125,2021,9,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,120,324
59,2019,5,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,35,334
379,2019,4,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,142,508
857,2019,2,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,29,280
1189,2020,8,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,261,375
631,2021,6,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,858,465
890,2020,3,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,16,264
839,2021,1,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,26,254
359,2019,9,กรุงเทพมหานคร,BANGKOK,มีนบุรี,MIN BURI,คอนโด,Condo,12,301
460,2019,9,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,96,372
1365,2019,8,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,19,318
865,2020,10,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,78,308
1454,2020,8,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,188,354
1133,2021,12,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,62,274
1003,2021,1,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,50,452
1347,2019,9,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,23,299
861,2020,8,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,491,434
1387,2019,4,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,148,636
1303,2019,8,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,488,708
960,2019,1,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,15,328
618,2021,5,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,38,438
1191,2019,7,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,22,327
1033,2021,12,กรุงเทพมหานคร,BANGKOK,มีนบุรี,MIN BURI,คอนโด,Condo,11,228
81,2020,2,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,21,247
381,2019,9,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,56,509
741,2019,2,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,199,521
1515,2021,9,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,บ้านแฝด,Twin house,11,161
1424,2019,2,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,37,341
604,2021,2,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,201,340
1220,2021,1,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,25,308
262,2022,1,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,17,329
742,2019,7,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,421,668
1434,2021,1,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,359,373
1208,2020,2,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,40,511
1002,2020,2,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,220,464
1038,2021,11,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,36,323
624,2019,12,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,79,367
1211,2021,5,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,493,466
31,2021,1,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,คอนโด,Condo,22,278
175,2019,3,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,33,353
560,2021,12,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,83,361
1432,2021,8,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,394,444
45,2019,3,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,11,305
808,2020,10,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,33,255
1261,2021,1,นนทบุรี,NONTHABURI,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,42,243
1248,2020,3,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,76,394
665,2021,3,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,287,571
476,2020,11,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,63,302
10,2021,5,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,23,292
1082,2020,9,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,คอนโด,Condo,23,247
1504,2021,8,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,บ้าน,Detached House,11,315
325,2021,12,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,1613,620
1441,2021,12,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,271,443
126,2020,9,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,152,289
770,2021,12,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,745,424
971,2020,1,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,16,272
394,2019,11,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,399,268
1486,2019,11,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,69,291
1042,2022,1,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,32,410
828,2020,3,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,309,731
1500,2021,10,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,ทาวน์โฮม,Townhome,14,121
1530,2021,9,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,ทาวน์โฮม,Townhome,19,231
1403,2019,6,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,76,281
355,2021,7,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,165,518
295,2021,10,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,27,216
429,2021,5,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,623,725
439,2022,1,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,332,422
1198,2021,9,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,21,302
515,2021,12,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,22,258
473,2020,5,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,38,313
761,2022,1,นครปฐม,NAKHON PATHOM,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,22,265
198,2020,5,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,91,307
296,2020,12,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,249,361
