row_number,transction_year,transction_month,listing_province_name_th,listing_province_name_en,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,volume_of_rental
189,2020,7,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,33
1084,2021,9,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,41
1139,2021,4,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,121
678,2021,2,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,107
1547,2021,6,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,ทาวน์โฮม,Townhome,11
72,2020,6,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,213
1081,2021,2,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,173
1357,2019,6,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,162
271,2019,7,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,82
1522,2021,10,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,18
1539,2021,9,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,ทาวน์โฮม,Townhome,14
1172,2020,11,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,26
506,2021,4,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,150
647,2021,7,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,คอนโด,Condo,16
1175,2021,11,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,118
1385,2021,10,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,265
800,2021,3,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,14
1022,2020,12,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,666
774,2021,2,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,352
35,2019,2,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,20
1119,2020,5,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,15
341,2020,8,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,92
79,2019,7,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,245
1479,2021,10,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,25
150,2020,10,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,31
496,2019,2,นครปฐม,NAKHON PATHOM,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,31
1544,2021,11,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,บ้าน,Detached House,11
771,2021,8,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คอนโด,Condo,11
1030,2019,9,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,230
1321,2021,10,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,27
375,2021,6,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,175
1077,2021,12,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,97
149,2021,11,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,548
440,2021,4,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,333
564,2021,11,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,149
288,2021,8,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,736
903,2021,11,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,1960
779,2019,6,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,18
1315,2020,7,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,20
995,2019,10,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,422
1075,2021,3,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,18
1446,2020,11,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,115
1082,2021,5,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,299
511,2019,4,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,17
484,2021,7,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,25
526,2019,1,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,13
839,2021,1,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,461
871,2020,6,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,32
923,2021,8,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,511
67,2019,5,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,276
352,2021,11,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,19
1374,2019,10,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,127
1248,2020,3,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,49
296,2021,5,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,493
472,2020,12,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,105
1162,2021,4,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คอนโด,Condo,30
1406,2019,1,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,13
250,2020,6,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,49
458,2021,7,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,19
1407,2019,5,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,51
229,2020,11,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,188
406,2021,11,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,17
1368,2019,11,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,84
1059,2019,7,กรุงเทพมหานคร,BANGKOK,มีนบุรี,MIN BURI,คอนโด,Condo,14
812,2021,1,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คอนโด,Condo,52
1095,2021,7,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,109
1120,2020,11,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,163
985,2020,1,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,14
1186,2021,12,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,477
533,2019,11,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,69
623,2019,9,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,474
307,2019,12,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,97
1313,2021,11,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,643
935,2020,5,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,91
628,2021,7,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,217
770,2019,7,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,25
977,2020,4,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,24
914,2021,5,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,39
274,2021,10,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,574
976,2019,9,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,34
1283,2020,5,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,44
789,2019,2,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,174
1146,2021,1,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,29
659,2019,2,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,15
578,2020,12,นนทบุรี,NONTHABURI,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,20
694,2020,1,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,78
1543,2020,11,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,บ้าน,Detached House,16
664,2019,2,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,47
291,2021,1,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,26
1457,2019,7,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,46
1337,2021,3,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,35
1359,2019,9,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,488
1516,2021,12,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,22
987,2020,7,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,16
1076,2021,2,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,35
881,2021,11,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,532
328,2020,7,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,12
1450,2019,3,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,25
1036,2020,11,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,62
1380,2019,12,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,180
22,2021,1,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,678
658,2020,2,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,11
579,2021,7,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,586
884,2020,9,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,152
580,2022,1,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,391
902,2019,2,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,17
368,2021,1,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,921
1527,2021,8,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,บ้าน,Detached House,11
1097,2019,1,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,65
1377,2019,10,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,41
362,2020,11,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,44
59,2020,9,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,21
83,2020,3,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,74
594,2019,10,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,162
815,2019,6,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,14
1099,2019,7,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,19
1067,2020,12,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คอนโด,Condo,34
1409,2021,12,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,46
1292,2021,4,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,56
1439,2019,8,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,73
396,2020,7,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,15
1473,2020,10,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,33
938,2020,2,กรุงเทพมหานคร,BANGKOK,มีนบุรี,MIN BURI,คอนโด,Condo,11
227,2020,8,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,393
542,2020,9,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,35
174,2021,3,นครปฐม,NAKHON PATHOM,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,12
681,2020,5,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,20
809,2019,12,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,22
501,2019,3,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,96
1375,2019,1,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,42
312,2020,7,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,95
434,2020,12,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,123
209,2021,7,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,คอนโด,Condo,20
332,2021,7,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,305
414,2020,3,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,61
855,2021,10,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,59
1549,2021,9,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,ทาวน์โฮม,Townhome,19
276,2021,1,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,216
609,2020,7,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,22
151,2020,12,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,คอนโด,Condo,12
668,2019,3,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,36
1459,2019,9,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,117
637,2020,12,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,17
259,2021,7,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,18
821,2021,2,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,454
737,2019,7,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,23
1217,2019,9,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,30
1496,2021,9,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,19
204,2019,10,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,65
785,2020,1,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,22
1398,2019,6,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,276
347,2021,10,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,1338
1392,2019,1,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,219
1284,2019,10,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,42
951,2021,1,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,25
512,2019,11,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,28
1435,2019,8,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,172
718,2021,11,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,180
740,2020,9,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,260
1470,2020,10,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,236
212,2020,1,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,57
1150,2019,5,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,124
611,2021,1,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,150
219,2021,7,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,140
1415,2020,10,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,25
87,2021,12,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,567
962,2021,3,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,18
651,2021,4,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,14
1334,2021,12,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,32
343,2020,8,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คอนโด,Condo,23
918,2021,7,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,65
275,2020,5,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,108
597,2020,3,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,28
1503,2021,8,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,12
721,2020,2,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,57
1050,2021,3,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,65
621,2021,3,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,38
1362,2020,7,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,254
1047,2021,4,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,31
331,2022,1,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,35
1073,2021,10,นนทบุรี,NONTHABURI,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,38
1379,2020,10,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,คอนโด,Condo,21
1109,2022,1,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,32
1386,2020,8,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,105
1000,2019,5,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,58
1400,2020,8,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,263
1383,2020,2,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,121
488,2020,6,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,255
1066,2019,10,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,59
1029,2019,11,นครปฐม,NAKHON PATHOM,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,14
392,2019,9,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,89
1007,2021,1,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,183
743,2020,1,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,52
792,2019,9,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,21
5,2020,12,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,78
1185,2021,2,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,405
1234,2021,6,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,428
1055,2022,1,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,16
1467,2021,2,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,377
1314,2021,6,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,41
449,2020,7,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,73
136,2021,5,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,104
1493,2019,10,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,49
1218,2022,1,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,21
1438,2019,9,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,93
717,2020,9,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,คอนโด,Condo,23
1044,2019,4,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,63
569,2021,2,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,30
543,2021,3,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,52
152,2019,11,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,210
1304,2019,9,กรุงเทพมหานคร,BANGKOK,มีนบุรี,MIN BURI,คอนโด,Condo,12
1027,2019,5,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,74
1542,2021,10,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,ทาวน์โฮม,Townhome,14
657,2019,2,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,50
638,2021,12,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,46
1498,2020,8,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,13
1180,2020,9,นนทบุรี,NONTHABURI,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,16
1358,2020,6,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,108
997,2021,4,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,29
675,2020,4,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,15
221,2019,7,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,195
758,2020,8,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,343
99,2019,4,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,90
849,2021,4,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,195
1454,2021,7,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,คอนโด,Condo,14
1130,2019,8,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,19
427,2021,1,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,359
1534,2021,1,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,12
481,2021,10,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,356
268,2019,12,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,229
560,2020,8,กรุงเทพมหานคร,BANGKOK,ดอนเมือง,DON MUEANG,คอนโด,Condo,32
722,2019,5,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,20
1020,2019,11,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,757
185,2019,8,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,35
1154,2019,6,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,47
684,2019,2,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,57
1033,2019,7,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,168
8,2020,8,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,200
384,2019,12,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,57
1365,2020,12,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,1629
180,2019,3,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,11
125,2019,8,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,16
728,2019,3,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,50
844,2019,4,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,26
869,2019,11,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,1041
1021,2020,8,สมุทรปราการ,SAMUT PRAKAN,บางเสาธง,BANG SAO THONG,คอนโด,Condo,11
