row_number,transction_year,transction_month,province_name_th,province_name_en,district_name_th,district_name_en,propertytype_name_th,propertytype_name_en,volume_of_project,interest
527,2019,9,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,บ้าน,Detached House,157,782
2523,2019,9,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,บ้านแฝด,Twin house,219,2528
1708,2020,4,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,อาคารพาณิชย์,Commercial,48,263
3248,2017,3,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,อาคารพาณิชย์,Commercial,106,333
322,2017,8,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,อาคารพาณิชย์,Commercial,155,2679
1076,2017,11,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,อาคารพาณิชย์,Commercial,35,88
2271,2020,4,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,ทาวน์โฮม,Townhome,47,330
1015,2017,1,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,คอนโด,Condo,578,11903
2038,2022,1,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,3,12
260,2017,5,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,ทาวน์โฮม,Townhome,379,2690
2156,2017,1,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้านแฝด,Twin house,279,6322
2423,2017,1,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,1114,11864
709,2017,1,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,338,2092
2910,2020,1,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,230,2390
2100,2019,7,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,353,621
350,2017,1,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,อาคารพาณิชย์,Commercial,158,764
2817,2021,8,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้านแฝด,Twin house,32,415
1083,2020,3,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,อาคารพาณิชย์,Commercial,26,63
941,2020,1,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,คอนโด,Condo,220,673
971,2021,3,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,ทาวน์โฮม,Townhome,23,95
780,2020,12,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,15,91
1741,2018,6,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,107,931
1344,2017,6,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,บ้านแฝด,Twin house,342,4098
561,2017,7,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,โฮมออฟฟิศ,Home office,221,1283
2026,2017,7,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,2423,26238
1376,2017,1,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,บ้าน,Detached House,1982,22331
2545,2020,5,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,222,1224
1085,2019,11,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,คอนโด,Condo,57,208
2001,2021,12,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,2,51
886,2019,7,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,บ้านแฝด,Twin house,84,475
3224,2017,3,กรุงเทพมหานคร,Bangkok,ตลิ่งชัน,TALING CHAN,คอนโด,Condo,279,3245
497,2017,3,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,อาคารพาณิชย์,Commercial,239,1432
924,2017,12,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,201,675
1869,2019,7,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,ทาวน์โฮม,Townhome,63,714
1178,2017,5,นครปฐม,Nakhon Pathom,พุทธมณฑล,PHUTTHAMONTHON,ทาวน์โฮม,Townhome,872,15988
3234,2021,3,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,ทาวน์โฮม,Townhome,56,798
2435,2020,3,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้านแฝด,Twin house,67,150
3190,2020,2,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้านแฝด,Twin house,259,2654
2287,2019,6,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,โฮมออฟฟิศ,Home office,30,54
3098,2017,4,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,อาคารพาณิชย์,Commercial,215,901
3256,2020,3,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,คอนโด,Condo,48,263
2285,2020,2,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,บ้าน,Detached House,192,821
1259,2016,12,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,244,1488
3311,2021,12,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,คอนโด,Condo,9,50
2883,2017,6,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,51,105
2477,2019,6,กรุงเทพมหานคร,Bangkok,บางรัก,BANG RAK,คอนโด,Condo,167,650
1006,2018,11,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,107,904
842,2020,3,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,บ้านแฝด,Twin house,88,574
2359,2020,1,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,488,3552
2932,2017,4,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,ทาวน์โฮม,Townhome,229,1048
1840,2016,12,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,บ้าน,Detached House,497,2904
545,2017,5,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้านแฝด,Twin house,136,1265
1136,2019,9,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,253,1393
1588,2017,6,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,คอนโด,Condo,872,5839
1320,2019,10,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,501,8362
1336,2016,11,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,156,793
2485,2017,2,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,คอนโด,Condo,1350,8198
2884,2017,3,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,3334,29092
1671,2017,9,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,ทาวน์โฮม,Townhome,191,1561
1934,2017,3,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,บ้าน,Detached House,238,2025
2513,2017,12,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,บ้านแฝด,Twin house,72,1350
2429,2019,9,กรุงเทพมหานคร,Bangkok,ปทุมวัน,PATHUM WAN,คอนโด,Condo,137,279
1976,2018,11,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,ทาวน์โฮม,Townhome,181,4345
2876,2018,8,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,บ้าน,Detached House,171,899
160,2020,5,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,บ้าน,Detached House,126,991
2083,2017,7,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,บ้าน,Detached House,418,5925
2504,2017,1,นครปฐม,Nakhon Pathom,บางเลน,BANG LEN,อาคารพาณิชย์,Commercial,190,1774
314,2020,4,ปทุมธานี,Pathum Thani,สามโคก,SAM KHOK,ทาวน์โฮม,Townhome,87,2023
3296,2019,5,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,คอนโด,Condo,91,276
1847,2019,8,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,คอนโด,Condo,36,69
1669,2019,1,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,156,276
1664,2019,9,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,136,680
474,2017,7,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,อาคารพาณิชย์,Commercial,339,1935
656,2017,3,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,329,1977
1577,2021,12,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,คอนโด,Condo,5,55
1803,2020,8,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,ทาวน์โฮม,Townhome,34,487
178,2019,9,ปทุมธานี,Pathum Thani,ลาดหลุมแก้ว,LAT LUM KAEO,ทาวน์โฮม,Townhome,154,1208
2097,2017,5,ปทุมธานี,Pathum Thani,หนองเสือ,NONG SUEA,บ้าน,Detached House,607,14578
411,2019,10,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,อาคารพาณิชย์,Commercial,106,777
705,2020,7,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,บ้าน,Detached House,42,188
295,2019,2,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,โฮมออฟฟิศ,Home office,66,177
526,2019,7,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้านแฝด,Twin house,46,286
794,2020,12,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้าน,Detached House,108,7215
2436,2019,7,กรุงเทพมหานคร,Bangkok,คลองสาน,KHLONG SAN,คอนโด,Condo,21,39
3229,2019,7,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,คอนโด,Condo,74,290
1257,2021,3,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้าน,Detached House,34,1485
535,2017,12,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้านแฝด,Twin house,164,1915
2625,2016,10,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,คอนโด,Condo,125,468
1680,2020,8,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,โฮมออฟฟิศ,Home office,25,52
1709,2017,2,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,คอนโด,Condo,142,1737
1586,2019,9,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,100,550
2650,2019,8,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,คอนโด,Condo,131,1084
3137,2016,11,กรุงเทพมหานคร,Bangkok,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,68,396
3069,2017,3,กรุงเทพมหานคร,Bangkok,ดินแดง,DIN DAENG,อาคารพาณิชย์,Commercial,67,457
2942,2017,12,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,โฮมออฟฟิศ,Home office,34,108
1781,2021,3,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,อาคารพาณิชย์,Commercial,38,256
2544,2021,5,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,ทาวน์โฮม,Townhome,49,556
785,2020,1,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,บ้านแฝด,Twin house,83,472
3208,2019,6,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,280,1763
589,2020,10,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,24,392
23,2020,2,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,193,954
1580,2021,3,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้านแฝด,Twin house,42,545
1465,2017,12,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,ทาวน์โฮม,Townhome,89,948
2599,2020,3,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,บ้าน,Detached House,282,3264
2288,2019,9,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,36,66
2777,2017,2,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,2254,20009
2634,2016,12,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,คอนโด,Condo,653,4308
774,2020,1,กรุงเทพมหานคร,Bangkok,พระนคร,PHRA NAKHON,คอนโด,Condo,67,237
2742,2019,9,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,บ้านแฝด,Twin house,62,222
1193,2021,3,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,ทาวน์โฮม,Townhome,17,201
508,2020,7,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้าน,Detached House,59,232
2555,2020,11,กรุงเทพมหานคร,Bangkok,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,24,70
528,2017,12,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,อาคารพาณิชย์,Commercial,119,816
2345,2018,5,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,ทาวน์โฮม,Townhome,212,1928
2810,2017,3,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,539,13417
846,2020,6,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,โฮมออฟฟิศ,Home office,18,30
1581,2019,7,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,769,15208
1429,2016,12,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,ทาวน์โฮม,Townhome,206,1274
1034,2019,8,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,คอนโด,Condo,127,336
1403,2020,11,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,อาคารพาณิชย์,Commercial,36,299
3342,2017,5,ปทุมธานี,Pathum Thani,สามโคก,SAM KHOK,อาคารพาณิชย์,Commercial,263,1378
1220,2019,1,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,บ้าน,Detached House,169,667
3008,2019,10,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,ทาวน์โฮม,Townhome,124,1487
2256,2017,7,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,ทาวน์โฮม,Townhome,54,129
2841,2020,3,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,101,828
3249,2019,5,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,ทาวน์โฮม,Townhome,411,5755
251,2020,3,กรุงเทพมหานคร,Bangkok,บางรัก,BANG RAK,คอนโด,Condo,110,460
761,2019,7,กรุงเทพมหานคร,Bangkok,บางรัก,BANG RAK,คอนโด,Condo,173,563
671,2017,1,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,428,7340
2373,2019,9,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,ทาวน์โฮม,Townhome,118,1153
1903,2019,10,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,คอนโด,Condo,151,1178
2344,2020,11,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,บ้าน,Detached House,28,305
1955,2017,3,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,บ้าน,Detached House,588,17572
825,2017,4,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,บ้าน,Detached House,786,5956
1567,2019,11,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,187,3589
2522,2016,12,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,บ้าน,Detached House,1890,16781
2963,2017,11,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,บ้าน,Detached House,83,772
1132,2019,9,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,138,473
225,2017,5,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,ทาวน์โฮม,Townhome,444,6746
961,2021,11,กรุงเทพมหานคร,Bangkok,ธนบุรี,THON BURI,คอนโด,Condo,7,296
844,2019,8,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,ทาวน์โฮม,Townhome,81,421
1541,2018,2,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,ทาวน์โฮม,Townhome,287,5132
28,2017,1,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,คอนโด,Condo,291,2733
1820,2017,12,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,บ้านแฝด,Twin house,256,1667
99,2021,3,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,บ้าน,Detached House,30,135
1182,2020,1,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,ทาวน์โฮม,Townhome,44,99
2677,2018,10,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,โรงแรม,Hotel,40,73
203,2017,4,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,คอนโด,Condo,1046,9667
2246,2017,3,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้าน,Detached House,5262,72856
2070,2021,3,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,คอนโด,Condo,9,14
3394,2020,3,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,โฮมออฟฟิศ,Home office,19,90
650,2020,1,กรุงเทพมหานคร,Bangkok,บางพลัด,BANG PHLAT,คอนโด,Condo,60,142
93,2017,7,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,บ้าน,Detached House,544,3768
1957,2016,10,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,2217,22735
1852,2017,7,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,อาคารพาณิชย์,Commercial,1090,43192
2255,2019,6,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,ทาวน์โฮม,Townhome,89,359
2421,2017,7,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,อาคารพาณิชย์,Commercial,911,4595
21,2020,2,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,อาคารพาณิชย์,Commercial,22,38
3048,2017,5,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,คอนโด,Condo,538,3949
1853,2016,9,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,201,1866
2811,2018,10,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,บ้าน,Detached House,336,3091
926,2017,7,ปทุมธานี,Pathum Thani,สามโคก,SAM KHOK,บ้าน,Detached House,163,2554
2456,2017,3,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,คอนโด,Condo,362,1684
3165,2019,8,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,คอนโด,Condo,144,950
2614,2020,5,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,97,482
1101,2019,11,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,ทาวน์โฮม,Townhome,102,994
1068,2020,3,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,122,1212
911,2020,5,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,อาคารพาณิชย์,Commercial,13,15
1861,2018,4,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,คอนโด,Condo,112,435
1800,2020,11,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,104,1797
1719,2020,3,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,บ้าน,Detached House,82,409
439,2018,1,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,อาคารพาณิชย์,Commercial,174,1222
3089,2020,5,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,67,609
210,2017,5,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,ทาวน์โฮม,Townhome,337,3065
999,2017,12,กรุงเทพมหานคร,Bangkok,จอมทอง,CHOM THONG,อาคารพาณิชย์,Commercial,9,16
3392,2019,7,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,คอนโด,Condo,31,50
3088,2016,11,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,ทาวน์โฮม,Townhome,179,837
2205,2017,5,กรุงเทพมหานคร,Bangkok,บางซื่อ,BANG SUE,คอนโด,Condo,774,5587
1969,2019,9,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,160,1248
698,2020,3,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,โฮมออฟฟิศ,Home office,84,968
3021,2019,7,กรุงเทพมหานคร,Bangkok,ตลิ่งชัน,TALING CHAN,บ้าน,Detached House,149,748
100,2020,4,ปทุมธานี,Pathum Thani,สามโคก,SAM KHOK,บ้าน,Detached House,87,2023
964,2017,4,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,1735,20239
1288,2020,2,กรุงเทพมหานคร,Bangkok,บางพลัด,BANG PHLAT,คอนโด,Condo,62,373
242,2018,5,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้าน,Detached House,127,810
1124,2017,1,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,1226,20245
2068,2021,12,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,7,68
2753,2020,6,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,คอนโด,Condo,54,86
3389,2020,6,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้านแฝด,Twin house,48,498
3163,2020,4,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,บ้าน,Detached House,10,35
724,2016,11,กรุงเทพมหานคร,Bangkok,ราชเทวี,RATCHATHEWI,คอนโด,Condo,1069,4474
1284,2018,6,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,ทาวน์โฮม,Townhome,156,1676
190,2018,12,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,คอนโด,Condo,30,79
2499,2017,3,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,อาคารพาณิชย์,Commercial,139,1236
1606,2016,12,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,ทาวน์โฮม,Townhome,412,1456
1000,2017,7,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,อาคารพาณิชย์,Commercial,1044,11814
2816,2019,3,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,บ้าน,Detached House,256,1074
1858,2021,12,กรุงเทพมหานคร,Bangkok,บางซื่อ,BANG SUE,คอนโด,Condo,6,33
2339,2021,3,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,คอนโด,Condo,13,31
2897,2017,1,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,อาคารพาณิชย์,Commercial,115,667
1699,2020,4,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,153,1399
440,2020,4,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,ทาวน์โฮม,Townhome,54,763
414,2019,9,กรุงเทพมหานคร,Bangkok,ตลิ่งชัน,TALING CHAN,บ้าน,Detached House,153,695
1850,2017,2,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,อพาตเมนต์,Apartment,66,175
1778,2016,11,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,โฮมออฟฟิศ,Home office,217,976
777,2019,2,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้าน,Detached House,279,2141
1773,2017,2,กรุงเทพมหานคร,Bangkok,คลองสาน,KHLONG SAN,คอนโด,Condo,1979,9646
2197,2017,11,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,อาคารพาณิชย์,Commercial,84,715
2056,2017,11,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,บ้าน,Detached House,184,1131
2296,2018,3,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,คอนโด,Condo,80,165
1279,2021,9,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,ทาวน์โฮม,Townhome,12,221
2310,2021,10,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,15,57
240,2020,3,ปทุมธานี,Pathum Thani,หนองเสือ,NONG SUEA,อาคารพาณิชย์,Commercial,48,411
387,2020,5,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,คอนโด,Condo,53,518
3226,2017,3,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,อาคารพาณิชย์,Commercial,102,262
3335,2020,5,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,สำนักงาน,Office Space,28,64
2486,2020,2,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,บ้านแฝด,Twin house,78,1098
1089,2020,6,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,ทาวน์โฮม,Townhome,71,634
851,2017,4,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,คอนโด,Condo,131,561
989,2017,7,นครปฐม,Nakhon Pathom,พุทธมณฑล,PHUTTHAMONTHON,บ้าน,Detached House,633,22578
3119,2021,3,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,บ้าน,Detached House,22,284
2672,2019,11,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,คอนโด,Condo,79,279
2690,2020,1,กรุงเทพมหานคร,Bangkok,ป้อมปราบศัตรูพ่าย,POM PRAP SATTRU PHAI,อาคารพาณิชย์,Commercial,41,77
3313,2021,10,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,ทาวน์โฮม,Townhome,6,17
1616,2019,7,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,85,298
878,2020,11,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,48,326
2427,2017,1,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,คอนโด,Condo,288,1351
3175,2016,11,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,คอนโด,Condo,878,5445
